Client_Name,Client_Type,Completeness_Documents,Frequency_Update,Incident_History,Complaints,Income,Operational_Risk,Last_KYC_Update,Next_KYC_Update,KYC_Status,Document_Type,Document_Issue_Date,Document_Expiry_Date,Document_Status
Cliente_0195,individual,complete,recent,none,2,low,low,2025-02-14,2030-02-14,Em dia,BI,2025-02-14,2030-02-14,Válido
Cliente_0196,individual,partial,never,none,3,medium,medium,2023-02-14,2025-02-14,Atrasado,BI,2026-02-14,2031-02-14,Válido
Cliente_0197,corporate,partial,stale,none,1,medium,medium,2026-02-14,2028-02-14,Em dia,CNI,2026-02-14,2031-02-14,Válido
Cliente_0198,corporate,complete,stale,minor,0,low,medium,2021-02-14,2023-02-14,Atrasado,Certidão Comercial,2020-02-14,2025-02-14,Expirado
Cliente_0199,corporate,complete,recent,none,0,low,low,2021-02-14,2026-02-14,A vencer,Certidão Comercial,2019-02-14,2024-02-14,Expirado
Cliente_0200,corporate,complete,recent,none,0,low,low,2024-02-14,2029-02-14,Em dia,Certidão Nascimento,2020-02-14,2025-02-14,Expirado
Cliente_0201,individual,complete,stale,none,0,low,low,2022-02-14,2027-02-14,Em dia,Prova Emigrante,2024-02-14,2029-02-14,Válido
Cliente_0202,individual,missing,recent,none,1,low,medium,2020-02-14,2022-02-14,Atrasado,Certidão Nascimento,2020-02-14,2025-02-14,Expirado
Cliente_0203,individual,partial,recent,none,1,medium,low,2025-02-14,2030-02-14,Em dia,BI,2019-02-14,2024-02-14,Expirado
Cliente_0204,corporate,partial,recent,none,0,low,low,2022-02-14,2027-02-14,Em dia,Passaporte,2020-02-14,2025-02-14,Expirado
Cliente_0205,individual,missing,recent,none,4,medium,medium,2026-02-14,2028-02-14,Em dia,Passaporte,2021-02-14,2026-02-14,Quase Expirando
Cliente_0206,individual,complete,recent,none,2,low,low,2020-02-14,2025-02-14,Atrasado,BI,2018-02-14,2023-02-14,Expirado
Cliente_0207,individual,partial,stale,none,0,high,medium,2021-02-14,2023-02-14,Atrasado,Prova Emigrante,2020-02-14,2025-02-14,Expirado
Cliente_0208,individual,complete,recent,none,1,low,low,2024-02-14,2029-02-14,Em dia,Certidão Comercial,2025-02-14,2030-02-14,Válido
Cliente_0209,individual,partial,recent,none,1,low,low,2020-02-14,2025-02-14,Atrasado,Certidão Nascimento,2019-02-14,2024-02-14,Expirado
Cliente_0210,individual,complete,stale,none,0,low,low,2021-02-14,2026-02-14,A vencer,CNI,2017-02-14,2022-02-14,Expirado
Cliente_0211,individual,missing,never,minor,1,low,high,2022-02-14,2023-02-14,Atrasado,Passaporte,2016-02-14,2021-02-14,Expirado
Cliente_0212,individual,complete,recent,none,1,medium,low,2022-02-14,2027-02-14,Em dia,Certidão Nascimento,2016-02-14,2021-02-14,Expirado
Cliente_0213,individual,complete,recent,minor,0,medium,low,2025-02-14,2030-02-14,Em dia,Passaporte,2023-02-14,2028-02-14,Válido
Cliente_0214,individual,partial,stale,none,2,medium,medium,2025-02-14,2027-02-14,Em dia,Certidão Comercial,2024-02-14,2029-02-14,Válido
Cliente_0215,corporate,complete,never,none,1,medium,medium,2024-02-14,2026-02-14,A vencer,Certidão Comercial,2019-02-14,2024-02-14,Expirado
Cliente_0216,individual,partial,stale,none,0,high,medium,2020-02-14,2022-02-14,Atrasado,BI,2025-02-14,2030-02-14,Válido
Cliente_0217,individual,complete,stale,minor,0,medium,medium,2025-02-14,2027-02-14,Em dia,BI,2026-02-14,2031-02-14,Válido
Cliente_0218,corporate,partial,recent,none,2,low,low,2022-02-14,2027-02-14,Em dia,Passaporte,2022-02-14,2027-02-14,Válido
Cliente_0219,individual,complete,stale,none,1,low,low,2020-02-14,2025-02-14,Atrasado,Passaporte,2026-02-14,2031-02-14,Válido
Cliente_0220,corporate,complete,recent,none,1,low,low,2022-02-14,2027-02-14,Em dia,Certidão Nascimento,2021-02-14,2026-02-14,Quase Expirando
Cliente_0221,individual,complete,stale,minor,0,medium,medium,2026-02-14,2028-02-14,Em dia,BI,2022-02-14,2027-02-14,Válido
Cliente_0222,individual,complete,stale,minor,3,low,medium,2022-02-14,2024-02-14,Atrasado,Certidão Comercial,2025-02-14,2030-02-14,Válido
Cliente_0223,individual,complete,never,major,1,medium,high,2024-02-14,2025-02-14,Atrasado,Prova Emigrante,2025-02-14,2030-02-14,Válido
Cliente_0224,individual,complete,recent,major,1,low,medium,2023-02-14,2025-02-14,Atrasado,Certidão Nascimento,2021-02-14,2026-02-14,Quase Expirando
Cliente_0225,individual,complete,recent,none,1,medium,low,2026-02-14,2031-02-14,Em dia,Certidão Nascimento,2024-02-14,2029-02-14,Válido
Cliente_0226,individual,complete,stale,none,0,high,low,2026-02-14,2031-02-14,Em dia,CNI,2020-02-14,2025-02-14,Expirado
Cliente_0227,vip,complete,stale,none,3,low,low,2024-02-14,2029-02-14,Em dia,Prova Emigrante,2024-02-14,2029-02-14,Válido
Cliente_0228,individual,partial,stale,none,0,medium,medium,2020-02-14,2022-02-14,Atrasado,Certidão Comercial,2025-02-14,2030-02-14,Válido
Cliente_0229,corporate,complete,recent,none,1,high,low,2020-02-14,2025-02-14,Atrasado,Certidão Nascimento,2018-02-14,2023-02-14,Expirado
Cliente_0230,individual,complete,recent,minor,1,high,low,2024-02-14,2029-02-14,Em dia,Prova Emigrante,2025-02-14,2030-02-14,Válido
Cliente_0231,corporate,partial,stale,none,0,low,medium,2025-02-14,2027-02-14,Em dia,CNI,2021-02-14,2026-02-14,Quase Expirando
Cliente_0232,individual,complete,recent,none,1,medium,low,2026-02-14,2031-02-14,Em dia,Prova Emigrante,2017-02-14,2022-02-14,Expirado
Cliente_0233,individual,partial,never,minor,2,low,high,2025-02-14,2026-02-14,A vencer,BI,2017-02-14,2022-02-14,Expirado
Cliente_0234,individual,complete,recent,none,0,medium,low,2022-02-14,2027-02-14,Em dia,Certidão Comercial,2019-02-14,2024-02-14,Expirado
Cliente_0235,individual,complete,stale,none,0,medium,low,2026-02-14,2031-02-14,Em dia,BI,2026-02-14,2031-02-14,Válido
Cliente_0236,corporate,complete,stale,none,0,medium,low,2026-02-14,2031-02-14,Em dia,CNI,2020-02-14,2025-02-14,Expirado
Cliente_0237,individual,partial,stale,none,3,low,medium,2021-02-14,2023-02-14,Atrasado,Certidão Comercial,2016-02-14,2021-02-14,Expirado
Cliente_0238,individual,partial,recent,none,1,medium,low,2023-02-14,2028-02-14,Em dia,Passaporte,2024-02-14,2029-02-14,Válido
Cliente_0239,individual,complete,never,none,3,low,medium,2020-02-14,2022-02-14,Atrasado,Passaporte,2017-02-14,2022-02-14,Expirado
Cliente_0240,individual,complete,recent,none,1,low,low,2026-02-14,2031-02-14,Em dia,Passaporte,2020-02-14,2025-02-14,Expirado
Cliente_0241,corporate,missing,stale,major,2,medium,high,2020-02-14,2021-02-14,Atrasado,Prova Emigrante,2024-02-14,2029-02-14,Válido
Cliente_0242,vip,complete,recent,none,4,high,low,2022-02-14,2027-02-14,Em dia,Certidão Nascimento,2026-02-14,2031-02-14,Válido
Cliente_0243,corporate,complete,recent,none,1,high,low,2020-02-14,2025-02-14,Atrasado,Prova Emigrante,2025-02-14,2030-02-14,Válido
Cliente_0244,individual,missing,recent,major,0,medium,high,2025-02-14,2026-02-14,A vencer,Prova Emigrante,2021-02-14,2026-02-14,Quase Expirando
Cliente_0245,individual,partial,recent,none,1,low,low,2025-02-14,2030-02-14,Em dia,Prova Emigrante,2023-02-14,2028-02-14,Válido
Cliente_0246,corporate,complete,never,none,0,low,medium,2021-02-14,2023-02-14,Atrasado,Prova Emigrante,2023-02-14,2028-02-14,Válido
Cliente_0247,individual,partial,recent,none,1,low,low,2023-02-14,2028-02-14,Em dia,Passaporte,2020-02-14,2025-02-14,Expirado
Cliente_0248,vip,partial,stale,none,2,low,medium,2022-02-14,2024-02-14,Atrasado,Certidão Nascimento,2018-02-14,2023-02-14,Expirado
Cliente_0249,vip,complete,never,none,1,low,medium,2025-02-14,2027-02-14,Em dia,Certidão Nascimento,2018-02-14,2023-02-14,Expirado
Cliente_0250,corporate,complete,recent,none,3,low,low,2024-02-14,2029-02-14,Em dia,CNI,2022-02-14,2027-02-14,Válido
Cliente_0251,individual,complete,stale,none,3,low,low,2022-02-14,2027-02-14,Em dia,Passaporte,2016-02-14,2021-02-14,Expirado
Cliente_0252,individual,missing,recent,none,0,high,medium,2020-02-14,2022-02-14,Atrasado,Certidão Comercial,2022-02-14,2027-02-14,Válido
Cliente_0253,corporate,partial,recent,none,1,medium,low,2022-02-14,2027-02-14,Em dia,Prova Emigrante,2022-02-14,2027-02-14,Válido
Cliente_0254,individual,complete,recent,none,2,medium,low,2023-02-14,2028-02-14,Em dia,Certidão Nascimento,2023-02-14,2028-02-14,Válido
Cliente_0255,individual,partial,never,none,0,low,medium,2025-02-14,2027-02-14,Em dia,CNI,2025-02-14,2030-02-14,Válido
Cliente_0256,individual,complete,recent,minor,0,low,low,2022-02-14,2027-02-14,Em dia,Certidão Nascimento,2026-02-14,2031-02-14,Válido
Cliente_0257,corporate,complete,stale,none,0,low,low,2020-02-14,2025-02-14,Atrasado,Certidão Comercial,2020-02-14,2025-02-14,Expirado
Cliente_0258,individual,complete,stale,none,0,low,low,2021-02-14,2026-02-14,A vencer,Certidão Comercial,2017-02-14,2022-02-14,Expirado
Cliente_0259,individual,complete,never,none,2,medium,medium,2021-02-14,2023-02-14,Atrasado,Passaporte,2018-02-14,2023-02-14,Expirado
Cliente_0260,individual,partial,recent,none,2,medium,low,2025-02-14,2030-02-14,Em dia,Certidão Nascimento,2019-02-14,2024-02-14,Expirado
Cliente_0261,individual,complete,stale,none,1,medium,low,2021-02-14,2026-02-14,A vencer,Certidão Comercial,2024-02-14,2029-02-14,Válido
Cliente_0262,vip,partial,stale,none,1,high,medium,2024-02-14,2026-02-14,A vencer,BI,2026-02-14,2031-02-14,Válido
Cliente_0263,individual,complete,stale,none,0,medium,low,2023-02-14,2028-02-14,Em dia,Certidão Comercial,2021-02-14,2026-02-14,Quase Expirando
Cliente_0264,individual,complete,never,none,3,low,medium,2021-02-14,2023-02-14,Atrasado,Certidão Comercial,2026-02-14,2031-02-14,Válido
Cliente_0265,corporate,missing,never,none,2,high,high,2021-02-14,2022-02-14,Atrasado,Certidão Nascimento,2020-02-14,2025-02-14,Expirado
Cliente_0266,corporate,complete,recent,none,1,medium,low,2024-02-14,2029-02-14,Em dia,Prova Emigrante,2025-02-14,2030-02-14,Válido
Cliente_0267,individual,complete,recent,none,1,medium,low,2023-02-14,2028-02-14,Em dia,Certidão Comercial,2022-02-14,2027-02-14,Válido
Cliente_0268,corporate,complete,recent,none,2,medium,low,2022-02-14,2027-02-14,Em dia,CNI,2016-02-14,2021-02-14,Expirado
Cliente_0269,individual,partial,recent,none,2,low,low,2023-02-14,2028-02-14,Em dia,Prova Emigrante,2016-02-14,2021-02-14,Expirado
Cliente_0270,individual,complete,recent,none,2,low,low,2026-02-14,2031-02-14,Em dia,Certidão Comercial,2017-02-14,2022-02-14,Expirado
Cliente_0271,corporate,complete,recent,none,1,low,low,2025-02-14,2030-02-14,Em dia,BI,2019-02-14,2024-02-14,Expirado
Cliente_0272,corporate,complete,recent,none,0,low,low,2025-02-14,2030-02-14,Em dia,Certidão Comercial,2023-02-14,2028-02-14,Válido
Cliente_0273,corporate,complete,never,none,1,low,medium,2026-02-14,2028-02-14,Em dia,Passaporte,2025-02-14,2030-02-14,Válido
Cliente_0274,corporate,partial,recent,none,3,low,low,2024-02-14,2029-02-14,Em dia,Certidão Nascimento,2026-02-14,2031-02-14,Válido
Cliente_0275,individual,complete,never,none,2,high,medium,2026-02-14,2028-02-14,Em dia,BI,2023-02-14,2028-02-14,Válido
Cliente_0276,individual,complete,recent,none,1,medium,low,2022-02-14,2027-02-14,Em dia,CNI,2024-02-14,2029-02-14,Válido
Cliente_0277,corporate,complete,stale,none,0,low,low,2022-02-14,2027-02-14,Em dia,Certidão Comercial,2016-02-14,2021-02-14,Expirado
Cliente_0278,individual,complete,never,none,2,low,medium,2025-02-14,2027-02-14,Em dia,Certidão Comercial,2022-02-14,2027-02-14,Válido
Cliente_0279,corporate,missing,recent,none,2,medium,medium,2022-02-14,2024-02-14,Atrasado,CNI,2025-02-14,2030-02-14,Válido
Cliente_0280,corporate,complete,recent,major,1,low,medium,2025-02-14,2027-02-14,Em dia,Certidão Comercial,2019-02-14,2024-02-14,Expirado
Cliente_0281,corporate,missing,recent,minor,0,medium,medium,2026-02-14,2028-02-14,Em dia,Passaporte,2025-02-14,2030-02-14,Válido
Cliente_0282,individual,complete,recent,none,2,medium,low,2026-02-14,2031-02-14,Em dia,Prova Emigrante,2022-02-14,2027-02-14,Válido
Cliente_0283,individual,complete,never,minor,2,medium,medium,2021-02-14,2023-02-14,Atrasado,Prova Emigrante,2020-02-14,2025-02-14,Expirado
Cliente_0284,individual,partial,never,none,1,low,medium,2021-02-14,2023-02-14,Atrasado,BI,2019-02-14,2024-02-14,Expirado
Cliente_0285,individual,complete,recent,none,0,medium,low,2026-02-14,2031-02-14,Em dia,Certidão Comercial,2019-02-14,2024-02-14,Expirado
Cliente_0286,individual,partial,recent,none,7,low,low,2025-02-14,2030-02-14,Em dia,CNI,2016-02-14,2021-02-14,Expirado
Cliente_0287,individual,missing,recent,none,0,low,medium,2026-02-14,2028-02-14,Em dia,CNI,2022-02-14,2027-02-14,Válido
Cliente_0288,individual,complete,recent,minor,2,medium,low,2026-02-14,2031-02-14,Em dia,BI,2025-02-14,2030-02-14,Válido
Cliente_0289,individual,complete,stale,none,1,high,low,2020-02-14,2025-02-14,Atrasado,Passaporte,2016-02-14,2021-02-14,Expirado
Cliente_0290,individual,partial,recent,major,1,low,medium,2024-02-14,2026-02-14,A vencer,BI,2018-02-14,2023-02-14,Expirado
Cliente_0291,individual,complete,stale,none,0,high,low,2026-02-14,2031-02-14,Em dia,Certidão Comercial,2020-02-14,2025-02-14,Expirado
Cliente_0292,individual,complete,recent,none,0,low,low,2022-02-14,2027-02-14,Em dia,Prova Emigrante,2024-02-14,2029-02-14,Válido
Cliente_0293,corporate,complete,recent,none,0,low,low,2025-02-14,2030-02-14,Em dia,Passaporte,2021-02-14,2026-02-14,Quase Expirando
Cliente_0294,individual,complete,stale,none,1,medium,low,2024-02-14,2029-02-14,Em dia,Passaporte,2020-02-14,2025-02-14,Expirado
Cliente_0295,individual,partial,recent,none,0,low,low,2021-02-14,2026-02-14,A vencer,CNI,2021-02-14,2026-02-14,Quase Expirando
Cliente_0296,individual,complete,never,none,0,low,medium,2023-02-14,2025-02-14,Atrasado,Passaporte,2024-02-14,2029-02-14,Válido
Cliente_0297,corporate,complete,never,minor,2,low,medium,2025-02-14,2027-02-14,Em dia,Certidão Comercial,2019-02-14,2024-02-14,Expirado
Cliente_0298,individual,partial,recent,none,1,low,low,2022-02-14,2027-02-14,Em dia,Certidão Comercial,2026-02-14,2031-02-14,Válido
Cliente_0299,individual,complete,recent,none,2,low,low,2025-02-14,2030-02-14,Em dia,Certidão Comercial,2022-02-14,2027-02-14,Válido
Cliente_0300,individual,complete,never,none,1,medium,medium,2021-02-14,2023-02-14,Atrasado,Prova Emigrante,2019-02-14,2024-02-14,Expirado
Cliente_0301,individual,partial,never,major,0,medium,high,2022-02-14,2023-02-14,Atrasado,Certidão Nascimento,2019-02-14,2024-02-14,Expirado
Cliente_0302,individual,complete,never,none,2,high,medium,2022-02-14,2024-02-14,Atrasado,Passaporte,2022-02-14,2027-02-14,Válido
Cliente_0303,individual,partial,recent,none,1,medium,low,2023-02-14,2028-02-14,Em dia,Passaporte,2023-02-14,2028-02-14,Válido
Cliente_0304,individual,partial,never,none,3,medium,medium,2025-02-14,2027-02-14,Em dia,Certidão Comercial,2022-02-14,2027-02-14,Válido
Cliente_0305,corporate,complete,recent,none,1,medium,low,2020-02-14,2025-02-14,Atrasado,CNI,2017-02-14,2022-02-14,Expirado
Cliente_0306,vip,complete,stale,none,1,high,low,2023-02-14,2028-02-14,Em dia,Prova Emigrante,2026-02-14,2031-02-14,Válido
Cliente_0307,individual,complete,never,none,0,low,medium,2020-02-14,2022-02-14,Atrasado,Passaporte,2024-02-14,2029-02-14,Válido
Cliente_0308,individual,complete,recent,minor,1,low,low,2023-02-14,2028-02-14,Em dia,Certidão Nascimento,2016-02-14,2021-02-14,Expirado
Cliente_0309,corporate,partial,never,minor,1,medium,high,2025-02-14,2026-02-14,A vencer,Passaporte,2025-02-14,2030-02-14,Válido
Cliente_0310,individual,partial,recent,none,1,low,low,2026-02-14,2031-02-14,Em dia,BI,2025-02-14,2030-02-14,Válido
Cliente_0311,individual,complete,never,major,0,high,high,2026-02-14,2027-02-14,Em dia,Certidão Nascimento,2016-02-14,2021-02-14,Expirado
Cliente_0312,individual,partial,recent,none,1,medium,low,2021-02-14,2026-02-14,A vencer,CNI,2021-02-14,2026-02-14,Quase Expirando
Cliente_0313,individual,missing,never,none,1,low,high,2023-02-14,2024-02-14,Atrasado,Certidão Nascimento,2018-02-14,2023-02-14,Expirado
Cliente_0314,vip,missing,recent,none,1,medium,medium,2024-02-14,2026-02-14,A vencer,Certidão Nascimento,2020-02-14,2025-02-14,Expirado
Cliente_0315,corporate,complete,stale,none,1,low,low,2023-02-14,2028-02-14,Em dia,Passaporte,2017-02-14,2022-02-14,Expirado
Cliente_0316,individual,complete,stale,none,1,high,low,2023-02-14,2028-02-14,Em dia,Certidão Nascimento,2023-02-14,2028-02-14,Válido
Cliente_0317,individual,complete,recent,none,4,high,low,2023-02-14,2028-02-14,Em dia,Certidão Comercial,2018-02-14,2023-02-14,Expirado
Cliente_0318,individual,missing,recent,none,0,medium,medium,2020-02-14,2022-02-14,Atrasado,Prova Emigrante,2026-02-14,2031-02-14,Válido
Cliente_0319,individual,complete,stale,none,4,low,low,2021-02-14,2026-02-14,A vencer,Certidão Nascimento,2020-02-14,2025-02-14,Expirado
Cliente_0320,individual,complete,recent,none,2,low,low,2026-02-14,2031-02-14,Em dia,Passaporte,2018-02-14,2023-02-14,Expirado
Cliente_0321,individual,complete,stale,none,3,medium,low,2021-02-14,2026-02-14,A vencer,Certidão Comercial,2020-02-14,2025-02-14,Expirado
Cliente_0322,corporate,complete,recent,none,2,high,low,2021-02-14,2026-02-14,A vencer,CNI,2018-02-14,2023-02-14,Expirado
Cliente_0323,individual,complete,never,none,1,low,medium,2021-02-14,2023-02-14,Atrasado,BI,2016-02-14,2021-02-14,Expirado
Cliente_0324,individual,missing,recent,minor,0,low,medium,2026-02-14,2028-02-14,Em dia,Certidão Nascimento,2019-02-14,2024-02-14,Expirado
Cliente_0325,vip,complete,recent,none,1,low,low,2026-02-14,2031-02-14,Em dia,Certidão Comercial,2017-02-14,2022-02-14,Expirado
Cliente_0326,corporate,complete,recent,none,2,medium,low,2023-02-14,2028-02-14,Em dia,Certidão Comercial,2023-02-14,2028-02-14,Válido
Cliente_0327,individual,complete,recent,none,1,high,low,2021-02-14,2026-02-14,A vencer,CNI,2019-02-14,2024-02-14,Expirado
Cliente_0328,individual,complete,recent,none,1,low,low,2024-02-14,2029-02-14,Em dia,CNI,2022-02-14,2027-02-14,Válido
Cliente_0329,individual,complete,recent,major,0,low,medium,2020-02-14,2022-02-14,Atrasado,BI,2025-02-14,2030-02-14,Válido
Cliente_0330,individual,complete,never,none,2,medium,medium,2020-02-14,2022-02-14,Atrasado,BI,2020-02-14,2025-02-14,Expirado
Cliente_0331,individual,complete,stale,none,3,medium,low,2026-02-14,2031-02-14,Em dia,Passaporte,2026-02-14,2031-02-14,Válido
Cliente_0332,corporate,complete,stale,minor,1,medium,medium,2025-02-14,2027-02-14,Em dia,BI,2018-02-14,2023-02-14,Expirado
Cliente_0333,individual,complete,recent,none,1,medium,low,2025-02-14,2030-02-14,Em dia,BI,2017-02-14,2022-02-14,Expirado
Cliente_0334,individual,complete,stale,none,1,low,low,2025-02-14,2030-02-14,Em dia,Certidão Comercial,2018-02-14,2023-02-14,Expirado
Cliente_0335,individual,missing,recent,none,0,low,medium,2022-02-14,2024-02-14,Atrasado,Certidão Nascimento,2017-02-14,2022-02-14,Expirado
Cliente_0336,individual,missing,stale,none,0,high,medium,2023-02-14,2025-02-14,Atrasado,Certidão Nascimento,2016-02-14,2021-02-14,Expirado
Cliente_0337,corporate,complete,recent,none,4,high,low,2025-02-14,2030-02-14,Em dia,Prova Emigrante,2017-02-14,2022-02-14,Expirado
Cliente_0338,corporate,complete,recent,none,2,medium,low,2023-02-14,2028-02-14,Em dia,BI,2024-02-14,2029-02-14,Válido
Cliente_0339,individual,missing,recent,none,1,medium,medium,2025-02-14,2027-02-14,Em dia,Prova Emigrante,2025-02-14,2030-02-14,Válido
Cliente_0340,individual,complete,never,none,2,high,medium,2024-02-14,2026-02-14,A vencer,Prova Emigrante,2019-02-14,2024-02-14,Expirado
Cliente_0341,individual,partial,recent,none,2,low,low,2023-02-14,2028-02-14,Em dia,Passaporte,2024-02-14,2029-02-14,Válido
Cliente_0342,individual,missing,stale,none,3,low,medium,2025-02-14,2027-02-14,Em dia,Passaporte,2024-02-14,2029-02-14,Válido
Cliente_0343,individual,complete,recent,none,1,medium,low,2020-02-14,2025-02-14,Atrasado,Certidão Nascimento,2023-02-14,2028-02-14,Válido
Cliente_0344,individual,complete,stale,none,2,high,low,2026-02-14,2031-02-14,Em dia,CNI,2023-02-14,2028-02-14,Válido
Cliente_0345,individual,missing,never,none,0,medium,high,2023-02-14,2024-02-14,Atrasado,Certidão Comercial,2024-02-14,2029-02-14,Válido
